Title|Post date|Path|Date|Meeting Year|Presentation Title|Presenter Name|Summary
:::CANCELLED More Personal Finance in Japan|11/18/2019 13:11:36|/chapters/kq/schedule/2020/march/21|03/21/2020 - 19:00 to 20:30|2020||Ben Tanaka (Shearon)|This event has been cancelled due to concerns about the spread of the corona virus. We will try and reschedule****Personal finance is the cornerstone of a comfortable life. If you have good money habits and knowledge you will be able to enjoy your life and spend your time doing interesting and productive things. If you have bad money habits and knowledge you will probably not enjoy your life and will spend a lot of time worrying about money. This session will go through a rapid-fire series of practical personal finance principles and tips for residents of Japan, followed by a question and answer discussion session. This is a new workshop format so should be useful even if you have attended a RetireJapan seminar before.****Come with questions, leave with new ideas and answers.****Ben Tanaka (Shearon) is a university lecturer from Sendai. He has been teaching English in Japan since 2000, and running the RetireJapan website since 2013. RetireJapan is the best (and only?) place to find information on personal finance, investing, and retirement in Japan. It has a wealth of free information and a supportive online community.****
:::A Call To Apps: Current Best Practices in Digital Pedagogy|11/18/2019 11:27:24|/chapters/kq/schedule/2020/january/19|01/19/2020 - 13:00 to 14:30|2020||Rab Paterson|****This session will cover a range of current best practices in digital pedagogy, with practical examples drawn from a number of pedagogical approaches to learning and related apps. These will all be demonstrated with examples from the presenter's own classes, showing how a range of apps can be combined in an app-smashing way to maximise educational benefits. However, this session will not just be a typical 'how to use apps' type workshop. The benefits to students in terms of their improved mind-brain learning as a rationale behind the adoption of these apps will also be covered, as will the motivational benefits for students that challenge / project-based learning brings. Everything will be demonstrated in an easily-understood way, making for a session applicable for educators no matter what the range of their edtech skills. After the initial overview and demonstration, the session will become more hands-on, with the presenter working directly with attendees to demonstrate how to set up and use the apps under discussion. The workshop will end with a more traditional Q and A session, although attendees are free to ask pertinent questions throughout the session.****Rab Paterson is Principal Instructor for the Toyo University-UCLA Extension Center for Global Education, Director of the Asia Association for Global Studies, Fellow of the British Royal Asiatic Society, Fellow of the Royal Society for the Encouragement of Arts, Manufactures and Commerce, and a JALT TAC member and BizCom Officer. He’s also an Apple Distinguished Educator, Google Innovator, and Google Trainer and has given many edtech workshops and training sessions in academia and the corporate world as well as many conference presentations.****
:::My Share - Ideas That Work|10/15/2019 18:47:33|/chapters/kq/schedule/2019/november/09|11/09/2019 - 19:00 to 20:30|2019||Various|We all have ideas that help make our classes better for us and our students. Come and hear about some activities and approaches that our members have found useful in their teaching.********Charlie Bell will discuss the preliminary results of a recent research project involving conversation modelling videos, and the implications these results might have for English communication teachers.****Paul Collett (Shimonoseki City University) will give a short overview of the Flipgrid video discussion platform.****Malcolm Swanson (Seinan Jo Gakuin University) will demonstrate Plickers - a free, interactive tool that uses printable 'paper clickers' instead of clicker devices. If time permits, we'll take a quick look at Mentimeter too, so get your smartphones ready.****Markus Yong will talk about his approach to using table-top role playing games with younger learners.****Andrew Zitzmann (Seinan Jo Gakuin University) will present some activities he came across at JALT's international conference in Nagoya.********Time permitting, the remainder of the session will be open for other attendees to share their ideas.****
:::An input task output task framework for TBLT in Japan|04/30/2019 15:46:12|/chapters/kq/schedule/2021/january/16|01/16/2021 - 17:00 to 18:30|2021||Justin Harris|Task-based language teaching (TBLT) is sometimes criticized as being inappropriate for teaching foreign languages in Japan because it focusses too much on oral language skills, and because of its emphasis on students' existing language knowledge and skills. However, such criticisms are arguably the result of misunderstandings of TBLT. This talk will outline and address these criticisms, and will introduce an input/output approach to TBLT that is particularly useful for language classrooms in Japan. The talk will include both a theoretical background to this approach, but will pay particular attention to practical ways it can be implemented in the foreign language classroom.****Justin Harris is an associate professor at Kindai University in Osaka Japan. His research interests are in task-based language teaching and English as a lingua franca. He is a founding member of the JALT TBL SIG, and is the conference chair of the TBLT in Asia biennial conference. He co-authored the textbook series OnTask, which has been nominated for the British Council ELTons Innovation Awards 2019.****This presentation will be held over Zoom.****https://us02web.zoom.us/j/82883881835?pwd=UVpBTEgxNTZKcXFLdFNFMVJrTVVEZz09****Meeting ID: 828 8388 1835****Passcode: 164727****
:::Becoming a Better English Teacher Through Action Research|04/15/2019 09:49:51|/chapters/kq/schedule/2019/september/14|09/14/2019 - 19:00 to 20:30|2019||Michael Stout| In this presentation I will begin by briefly defining action research. Following that I will describe a series of action research projects that I have conducted since 2011 in English conversation classes at two small universities, and I will explain how the insights that I have received have helped me become a better English teacher. Finally, I will lead the participants through a series of tasks that will help them design their own action research projects.****Michael Stout is a full-time lecturer at Hakuoh University. He has been teaching in Japan for over 20 years. His research interests are CALL, Task-based Language Teaching, and Reflective Practice.****
:::Teaching Methods in a Blended English Learning Environment|01/01/2019 13:14:11|/chapters/kq/schedule/2019/june/08|06/08/2019 - 19:00 to 20:30|2019||Huy Tran|****What is the role of the teacher in the Age of Information when the tools of learning are at students' fingertips?****Take a peek inside a student centered classroom of a semi-self-organized learning environment. The integration of educational technology is still being pioneered in education. This presentation will share several free online learning platforms, and their implementation in a semi-autonomous mixed level, mixed aged English learning environment.************ Huy Tran is global educator who trains ALTs, JTEs, and ESL learners how to harness digital learning tools. As a Microsoft Innovative Educator, he has mentored, and collaborated with over 30 teachers worldwide and also presented at conferences in Japan, Korea, and Vietnam on ed-tech integration. He is also the Membership Chair of JALT's School Owners SIG and ed-tech blog contributor of ALTTrainingOnline.********
:::A Workshop: Sequencing Classroom Activities / Tasks for More Effective Communication|11/10/2018 14:25:29|/chapters/kq/schedule/2019/february/09|02/09/2019 - 19:00 to 20:30|2019||Charlie Bell|Getting students to use the target language during communicative activities can be challenging for teachers. This presentation will discuss some of the common issues teachers face when implementing communicative methods, and inform how the correct sequencing of tasks can lead to greater learner participation and understanding in communicative tasks. The second half of this presentation will be a workshop; giving participants the opportunity to design a sequence tasks for use in their own classroom.****Charlie Bell has worked as a teacher in and around the Kitakyushu area for the past five years and currently teaches at a private English school as well a number of local universities. He finished studying for an MA TESOL with Birmingham University in 2018. ****
:::The Blended Classroom - Taking Learning Online|10/26/2018 14:58:19|/chapters/kq/schedule/2019/march/16|03/16/2019 - 19:00 to 20:30|2019||Paul Collett, Malcolm Swanson|****In this presentation, options for moving parts of a language course online will be demonstrated and discussed. Positive outcomes as well as possible pitfalls will be addressed. Both presenters have had extensive experience working with online learning resources and systems.********Using Google Classroom - Paul Collett************Google Classroom is an open platform cloud-based system developed by Alphabet Inc. for setting up assignments and other question types, as well as sharing information with students. It offers the class instructor a convenient platform to create a variety of assignments, questions, or other learning materials. These can easily be accessed and answered inside or outside of class, while a straightforward mechanism for providing feedback on student work allows both the instructor and learners to keep track of learning progress. After a brief introduction to the system, I will look at how it has been integrated into my university-level language classes, and consider other possibilities for use. Feedback from students and other instructors who have been using the system will also be presented.********Using Moodle - Malcolm Swanson************Moodle is another course management system, though this one is open source software that needs to be installed on a domain. It has many of Google Classroom’s features, and a lot more besides. In this part of the presentation, I will detail these similarities, differences, and a few of the advantages, plus show how I have used it as the backbone of our e-learning courses at Seinan Jo Gakuin University. I will also show how it can be used to create self-access style courses with steps that can only be accessed once prior content has been mastered. Finally we will look at the reporting and assessment tools built into the system, plus look briefly at how we have integrated MoodleReader into our Extensive Reading courses.********Paul Collett teaches at Shimonoseki City University, and helps run the ER programme at Seinan Jo Gakuin University. His interests are in teacher and learner psychology, and research methodology.****Malcolm Swanson teaches media-related studies at Seinan Jo Gakuin University and is interested in how technology can be used in language-learning classrooms.****
:::Anxiety and Student Perceptions of Fairness During Collaborative Testing|10/10/2018 19:48:52|/chapters/kq/schedule/2019/april/13|04/13/2019 - 19:00 to 20:30|2019||Hudson Murrell, Stephen Case| ********Collaborative testing (CT) involves learners, working in pairs or small groups, taking tests together. Learners have to negotiate and agree on the same answers. Collaborative testing claims to offer learners the chance to discuss their reasoning, fill in knowledge gaps, develop interpersonal skills and enhance understanding. This talk presents data from questionnaires on how the confidence level of students influences their perception of taking tests collaboratively. It also looks at whether or not students in general have favourable or unfavorable views towards taking tests with a partner. It provides insight into whether or not it is a feeling universal to all students, or whether or not there is a difference in perception towards CT depending on the students own confidence or anxiety towards testing, pair work and communication. It gives recommendations on how to test students with different personality types communicative ability, without increasing anxiety and creating an impression of unfairness.************Hudson Murrell's main interests are in Extensive Reading, Comparative Culture, and Study Abroad programs. He has also published on topics such as goal setting, culture shock and motivation. He currently teaches at a university in Shimonoseki.********Stephen Case's interests include Task Based Learning and incorporating game design principles into good task design. He has published in books on creative writing and on lessons using short films in the classroom, as well as designing his own board and card games for language learning. He currently teaches at universities around Fukuoka.********
:::Designing EFL Materials that Work|09/28/2018 12:43:28|/chapters/kq/schedule/2019/may/11|05/11/2019 - 19:00 to 20:00|2019||Barbara Hoskins Sakamoto|Let’s Go has the distinction of being the first EFL course book series for children, and of remaining one of the world’s best-selling course books through five editions for nearly 30 years. As co-author, Barbara has seen trends come and go in materials design for young learners, but some fundamentals have withstood the test of time. She will talk about these in terms of guidelines that can help teachers create effective EFL materials, whether for learners in their own classes or for learners in classrooms around the world. Participants will then apply these guidelines in turning content into coursebook pages. Barbara will bring material for participants to work with, but if you have a coursebook you’d like to analyze and perhaps improve based on the guidelines we explore, please bring it along with you to this session. The principles covered will apply to materials for all levels of learners.****Barbara Hoskins Sakamoto holds a US English teaching license and an MATESOL, and has taught Language Arts, ESL, and EFL. Barbara is co-author of one of the world’s best-selling textbook series for children learning English, Let's Go (Oxford University Press), co-author of the online course, English for Teachers (International Teacher Development Institute), and author of the chapter, The role of technology in early years language education, in Early Years Second Language Education (Routledge, 2015). She is an English Language Specialist with the United States State Department, and is Course Director for International Teacher Development Institute (iTDi.pro). Barbara has been invited to give keynote and plenary talks at a number of international conferences, and has conducted teacher training workshops in Asia, Europe, and the Americas. She conducts courses and teacher training online. Her webinars are always popular with teachers around the world.****
:::Roundtable Discussion: Focus on the Classroom|07/16/2018 21:06:19|/chapters/kq/schedule/2018/november/10|11/10/2018 - 19:00 to 20:30|||Various|All are welcome to join us for this roundtable discussion meeting. The main focus will be on ongoing issues with our classes. Bring your own questions or concerns, and together we will work to offer solutions.****We hope you will be able to join us! ****
:::Mindsets and Foreign Language Learning|06/26/2018 10:46:53|/chapters/kq/schedule/2019/january/19|01/19/2019 - 19:00 to 20:30|2019||Michael Berg|****Despite the marked impact they have been shown to have in the classroom, growth/fixed mindsets are an under-researched area of foreign language learning (Lou & Noels, 2014; Mercer & Ryan, 2009).  My research involves how these mindsets interface with students’ background factors and proficiency.****Michael Berg has been in Japan over 10 years now. He teaches at 4 different universities, and currently is pursuing a doctorate in education at the University of Liverpool.****
:::Directed Motivational Currents: What are they and what can they teach us about long-term motivation?|04/09/2018 18:44:16|/chapters/kq/schedule/2018/june/16|06/16/2018 - 16:00 to 18:00|2019||Zoltán Dörnyei|****While we are accepting onsite payments, please preregister for this event! This will help us get everyone checked in on the day: http://kqjalt-dornyei.peatix.com****Most people will have come across a curious phenomenon whereby somebody suddenly embarks on a project, invests a great deal of time and energy in it for a period of time and, as a result, often achieves something quite remarkable. This paper  discusses this phenomenon and introduces a novel psychological construct to describe it, ‘Directed Motivational Current’ (DMC). It refers to an intense motivational drive capable of both stimulating and supporting long-term behaviour, such as learning a foreign/second language. DMCs involve unique periods of heightened motivational involvement whereby individuals pursue a goal/vision which is considered personally significant, highly relevant to one’s desired identity and emotionally satisfying – the experience of a DMC carries with it the excitement of journeying down a ‘motivational highway’ towards new pastures. Although such surges occur in numerous guises within the social world, they are admittedly not very frequent and their duration is also limited. This being the case, do they have a more general significance for motivation theory? I will argue in this talk that they do, because DMCs represent an optimal form long-term motivation, one which occurs when all the necessary conditions and components of motivated action are present and act as a harmonious whole. It may be no exaggeration to regard almost any form of long-term motivation as a partial realization of a DMC and, accordingly, understanding how and why a DMC happens will allow us to identify the principal building blocks of sustained motivated behaviour.****Zoltán Dörnyei  (PhD in Psycholinguistics, Budapest; PhD in Theology, Durham) is Professor of Psycholinguistics at the School of English, University of Nottingham. He has published extensively on various aspects of language learner characteristics and second language acquisition, and he is the author of over 25 books, including Motivational Strategies in the Language Classroom (2001, Cambridge University Press), Research Methods in Applied Linguistics ( 2007, Oxford University Press), Motivating Learners, Motivating Teachers: Building Vision in the Language Classroom (2014, Cambridge University Press, with M. Kubanyiova), The Psychology of The Language Learner Revisited (2015, Routledge, with S. Ryan) and Motivational Currents in Language Learning: Frameworks for Focused Interventions (2016, Routledge, with A. Henry and C. Muir).************This event will be taking place at the University of Kitakyushu (Kitagata campus), an approximately 10-minute monorail ride from Kokura Station, one of the main train stations in the region. Full venue access details below.****Doors will be open from 3:30 pm, with the event starting at 4:00 pm. The presentation itself will be about 90 minutes, with additional time for questions and answers.****The entrance fee will be 1,000 yen for JALT members, and 2,000 yen for non-members. Please preregister! This will help us get everyone checked in on the day: http://kqjalt-dornyei.peatix.com/********This event is co-sponsored by the JALT Mind, Brain, and Education SIG, in association with PLL3.****Kitakyushu JALT thanks them for their generous support.****Access********The easiest way to get to Kitakyushu University is to take the monorail from Kokura Station: http://www.kitakyushu-monorail.co.jp/english/****The entrance to the Kitakyushu Monorail Station is conveniently located in the Kokura Station building. It's very easy to find. If arriving by shinkansen, when you exit the ticket gate, head to the left, up the flight of stairs, and the monorail station is directly across the concourse. If coming on a regular train, exit the ticket gates and you'll see the monorail station on the other side of the concourse, directly in front of you.****If not coming by train, head up to the second floor of the Kokura Station building to get to the monorail.****The stop for the university is Keibajo-mae station (競馬場前駅), station #8.****It's a 10-minute ride and costs 250 yen one-way (IC cards can be used to pay the fare).****The monorail departs ever 10 minutes, we recommend taking the 3:10 or 3:20 pm one to get to the venue and register in time for the 4pm start.****The presentation will be held in the in the A101 Lecture Hall, which is on the first (ground) floor of the honkan building. Signs will be posted to direct attendees to the lecture hall.****For the monorail returning to Kokura Station, one departs at 4 minutes past the hour and every 10 minutes after (6:04 pm; 6:14 pm; etc.)****The address of the University is 北九州市立大学北方キャンパス****〒802-8577　福岡県北九州市小倉南区北方四丁目２番１号 Access details on the university home page: http://www.kitakyu-u.ac.jp/access/********
:::The Science of Happiness: Positive Psychology in ELT|01/07/2018 13:33:07|/chapters/kq/schedule/2018/october/13|10/13/2018 - 19:00 to 20:30|||Marc Helgesen|Positive, motivated students learn more. How do we build that attitude? Positive psychology offers direction. Traditional psychology focuses on mental illness. Positive psychology investigates mental health: What do happy, mentally healthy people do? This is more than “the power of positive thinking.” It’s science, based on real research and replicable studies. TIME magazine dubbed it “the Science of Happiness.” Seligman’s (2011) PERMA model of well being— Positive emotion, Engagement, Relationships, Meaningfulness, Accomplishment – take positive psychology to a new level which integrates well with our goals as language teachers. For example, positive psychology encourages “active constructive” answers to questions which help people re-experience positivity. Exactly the same behavior helps students practice using questions as a discourse strategy to keep a conversation going. Many more practical ideas will be included. Handout provided.****Marc Helgesen is author of over 180 books, textbooks and professional articles including Pearson’s popular English Firsthand series. He has lead teachers development workshops on five continents. He teaches at Miyagi Gakuin Women's University, Sendai, and in the M.A.TESOL program at Nagoya University of Foreign Studies.****
:::Inside a Fluency-focused English Classroom|01/06/2018 17:48:48|/chapters/kq/schedule/2018/september/08|09/08/2018 - 19:00 to 20:30|||José Domingo Cruz|All teachers want their students to achieve higher levels of fluency, but how to teach it, and which classrooms methods actually work? The presenter has been teaching fluency-based speaking classes for over 20 years, and will share his methods and theories to get students to speak faster and to say more. In addition to a basic description of the essentials of his teaching techniques, he will demonstrate some classroom activities, one called “One Idea, One Breath” (OIOB) which is aimed at fluency improvement, and the other, “Disagreements”. Time permitting, there will also be an introduction to his Authentic Listening / fluency practice website, GOLDFish - http://goldfish365.com/.****José Domingo Cruz works on several English study projects, including his newest venture, “GOLDFish”. Cruz is from Canada, and is a veteran university instructor and Japan resident, specializing in fluency instruction.****
:::The Native and Foreign Language Mental Lexicon: Implications for Teaching|01/05/2018 16:29:47|/chapters/kq/schedule/2018/july/14|07/14/2018 - 19:00 to 20:30|||Caroline Handley|There is growing evidence in support of the Sapir-Whorf hypothesis that the language(s) we use influence our conceptual knowledge and so our perceptions of reality (Pavlenko, 2014). If language shapes our concepts, L2 words are linked to an L1 word-concept, which may show varying degrees of dissimilarity to the L2 word-concept. This is problematic in classroom situations where students must learn the meaning of L2 words through translation, definition, and/or reading or hearing the new words in co-text. Without the wider context of the socio-cultural reality words simultaneously refer to and depict, it might not be merely difficult for L2 learners to achieve native-like language competence, but impossible. We will reconsider what is involved in learning a foreign language and the implication that focusing on English as a lingua franca may not only be desirable for practical purposes, but also to create an achievable aim for classroom learners. ****Reference****Pavlenko, A. (2014). The bilingual mind: And what it tells us about language and thought. Cambridge University Press. (Kindle version). Retrieved from Amazon.co.uk.****Caroline Handley is a Visiting Faculty Member at Asia University in Tokyo and a PhD candidate at Swansea University in Wales. Her research interests are in vocabulary and the mental lexicon, and the interaction between linguistic and conceptual knowledge.****
:::Grounded Theory in Applied Linguistics Research: Attractive Nuisance or Helpful Guide?|12/04/2017 21:56:04|/chapters/kq/schedule/2018/february/10|02/10/2018 - 19:00 to 20:30|||Gregory Hadley|****Although widely-used throughout the social sciences today, the Grounded Theory methodology (GTM) has been frequently misused by researchers in Applied Linguistics and related fields, leading some to question its suitability. This presentation dispels some common misconceptions about GTM, and explains the procedures, purposes, relative strengths, and unique weaknesses of the methodology. Resources and dispositions vital for successful research completion will be discussed. When used in an appropriate and informed manner, GTM can support research, and stimulate new insights related to human discourse and social interaction.  ****Gregory Hadley is Professor of Applied Linguistics and Western Cultural Studies at Niigata University, Japan. A Visiting Fellow at Kellogg College, University of Oxford, his most recent books are English for Academic Purposes in Neoliberal Universities: A Critical Grounded Theory (Springer, 2015) and Grounded Theory in Applied Linguistics Research:  A Practical Guide (Routledge, 2017).****
:::The Benefits, Challenges, and Results of a Research-based Vocabulary Program|12/04/2017 10:05:19|/chapters/kq/schedule/2018/may/12|05/12/2018 - 19:00 to 20:30|||Stuart McLean|This presentation first describes the beneficial features of a hypothetical program of vocabulary study. These features include spaced rehearsal, adaptive learning, increasing retrieval difficulty, the use of an appropriate word counting unit, the presentation of both audio and orthographic forms, the use of context, and the use of the learners’ L1. Findings in the research literature on vocabulary learning are easy to understand, yet difficult to apply to a vocabulary program in practice. As a result, vocabulary programs often fail to help students reach their potential. The second part of the presentation describes the challenges faced, the great assistance received and steps taken when the presenter piloted, created, and administered an institution-wide research-informed vocabulary program. ****Stuart McLean is an instructor at Osaka Jogakuin University. He holds an M.S.Ed. (TESOL), a Ph.D. in Forensic Medicine, and a P.G.C.E. He is currently an Applied Linguistics doctoral student at Kansai University. He has published in Reading in a Foreign Language, Vocabulary Learning and Instruction, Language Teaching Research, TESOL Quarterly, System, Applied Linguistics, and Language Assessment Quarterly.****
:::Ways to Ensure Your Students Are Actively Engaged When Reading in Class|12/03/2017 16:26:15|/chapters/kq/schedule/2018/march/10|03/10/2018 - 19:00 to 20:30|||Amanda Gillis-Furutaka|****Drawing on recent research in neuroscience, the presenter will demonstrate a variety of activities that can encourage even reluctant readers to take an active part in a reading lesson. The activities can be used with a variety of reading text types (class textbooks, graded readers, magazine and newspaper articles, short stories, song lyrics, the students’ own writing), and require the students to discuss, write, draw, act, and use their imaginations at full stretch. The presenter will introduce some guiding principles and examples and then let the participants work on activities that suit their own professional development needs.****近年の神経科学の研究を活かし、リーディングが苦手な学習者でも、リーディングの授業に積極的に関われるようなアクティビティーを紹介します。　アクティビティーでは、教科書、段階別読本、雑誌、新聞記事、短い物語、歌の歌詞、学習者が書いた文章など、様々なタイプの読み物を使い、学習者たちは想像力を最大限に使って、ディスカッションしたり、書いたり、絵を描いたり、演じたりします。その指針と実際の例を紹介し、参加者にはそれぞれの専門分野に添ったアクティビティーに取り組んでいただきます。****A professor in the Faculty of Foreign Studies at Kyoto Sangyo University, Amanda has been teaching in Japan since 1988. Her research interests include neuroscience and language learning, reading, bilingualism, gender studies, media and culture studies and she has recently completed a PhD on YouTube and Western music videos.****京都産業大学外国語学部の教授。１９８８年から日本国内で教鞭を執る。****研究分野は、神経科学、言語習得、読解、バイリンガリズム、ジェンダー研究、メディア・文化研究。最近、YouTubeと西欧音楽ビデオに関する博士論文を完成。****
:::Turning Speaking Tasks Into Assessment Activities|12/01/2017 15:31:17|/chapters/kq/schedule/2018/april/14|04/14/2018 - 19:00 to 20:30|||Jerry Talandis Jr.|****One effective way to assess your students’ speaking skills is to turn regular language practice tasks into tests. To do that, all you really need is some sort of feedback loop that provides insight into performance. With such a loop, common practice activities can be turned into assessment activities (Brown, 2013). Such an approach to oral testing can potentially open up new ideas for assessment that help your students improve their speaking ability. In this theory-lite presentation, we’ll cover various strategies for creating such loops by looking at the pros and cons of typical holistic and analytic marking schemes. Guidance for creating effective feedback/marking rubrics will also be provided. Finally, practical issues regarding administration of in-class speaking tests will also be addressed. No previous experience with conducting speaking tests is required; any teacher interested in learning how to implement oral testing in the classroom is encouraged to attend.****Reference****Brown, J.D. (Ed.) (2013). New ways of classroom assessment, revised. Alexandria, VA: TESOL.****Jerry Talandis Jr. has been teaching English in Japan since 1993 and is currently a professor at the University of Toyama. His research interests include pragmatics, materials design, language testing, and professional development through classroom-based research. He is also co-author of the textbook Conversations in Class, 3rd Edition and How to Test Speaking Skills in Japan: A Quick-Start Guide.****Thanks to Alma Publishing for help in sponsoring this presentation.****
:::neuroELT: Focusing on the Importance of Choosing the Right Levels for Our Students|12/01/2017 14:04:44|/chapters/kq/schedule/2018/january/13|01/13/2018 - 19:00 to 20:30|||Ai Murphy|****School systems typically push students up the grade levels each year (based on age), assuming the students have mastered what has been taught the previous year. However, research in neuroELT clearly shows us that all students’ learning varies widely; a significant portion of our students should not be forced into the next level simply based on age-based assumptions. In this presentation learn about authentic student voices regarding this “automatic escalator system”. You may be surprised by the young students’ insights! Several practical solutions from neuroELT will be discussed, too.****Ai Murphy teaches children ranging from one to fifteen years of age at the Murphy School of Education. Ai also counsels parents regarding bilingual education and child rearing. Ai has been co-coordinator of 11 NeuroELT conferences in Japan, Philippines, and Macau. She is an officer in the JALT Mind, Brain & Education Special Interest Group.****
:::2017 Lightning Presentation Night|11/06/2017 16:04:48|/chapters/kq/schedule/2017/november/11|11/11/2017 - 19:00 to 20:30|2019||Various|In November we are continuing on with our popular annual Lightning Presentations. There will be a number of presenters who will each take turns presenting their chosen topic using only 20 slides for 20 seconds per slide. This creative event promises to be a rewarding experience for all involved where people can have fun sharing ideas and thoughts about their classroom experiences and research.****The presenters we have lined up to date are:****Juha Vaittinen****Jason McDonald****Roderick van Huis****Zack Robertson****These presentations are a great way to get your feet wet and try out some new ideas as well as a ton of fun. There is still space for more presentations, so, if anyone is interested, please contact us. Of course, you don't have to present to come, so we hope to see a good turnout.****
:::Resistance on the Brain—Why Student Demotivation is Normal (and What to Do About it)|01/06/2017 10:07:16|/chapters/kq/schedule/2017/october/14|10/14/2017 - 19:00 to 21:00|||Joseph Shaules|Many teachers complain about demotivated students. We will see, however, that common ideas about motivation are at odds with recent insights in cognitive neuroscience. Negative attitudes are a normal (though not desirable) part of foreign language learning. We will discuss a new approach to student engagement based on the notion of linguaculture learning and emergent motivation. This talk will be interactive and not overly technical. Participants will have have the chance to share their thoughts and experiences.****Joseph Shaules (PhD) has worked in intercultural education in Japan, Mexico and Europe for more than 25 years. He is a professor at Juntendo University's Faculty of International Liberal Arts, in Tokyo, where he directs the English Language Program. He is the director of the Japan Intercultural Institute. He is the author of books and textbooks including Identity (Oxford), Impact Issues (Pearson), Deep Culture (Multilingual Matters), and most recently The Intercultural Mind (Intercultural Press). He is interested in language learning for intercultural understanding, motivation and curriculum planning.****
:::Money 101: Personal Finance, Investing, and Retirement for Residents of Japan|01/06/2017 09:41:59|/chapters/kq/schedule/2017/september/09|09/09/2017 - 19:00 to 21:00|||Ben Shearon|Many teachers in Japan would like to get their finances in order, but aren’t quite sure where to start. This exposes them to three big potential dangers: not doing anything, doing the wrong thing, and being taken advantage of by ‘advisors’ or financial institutions. This workshop will cover basic aspects of personal finance and investing, as well as specific rules, products, and investing strategies for Japan.****Ben Shearon is an English teacher based in Sendai, Japan. He is passionate about extensive reading and personal finance. Ben runs the teaching blog http://sendaiben.org and the personal finance site http://retirejapan.info.****Please note that the meeting will be starting at 7:00 PM and running until 9:00 PM. We are also in a new location for this meeting, we will be in Nishikokura, please see  the location page for access details.****
:::The Brain is Built for Stories: Using them in ELT|01/06/2017 09:39:35|/chapters/kq/schedule/2017/june/10|06/10/2017 - 18:30 to 20:00|||Curtis Kelly|Stories, the original Wikipedia, are the oldest tool of teaching, and still the most potent.  For most of human existence, we have used stories to share information and educate our offspring about the world.  It is no wonder our brains have evolved to process stories so much more effectively (or did stories evolve to fit our brains?) than other formats of information delivery. In fact, stories do more than allow information transfer. They cause parallel activation of the insula in both speaker and listener that enable a kind of brain linking.****Likewise, no other format of verbal transfer results in as high a retention rate.  A study in London found that use of statistics in a presentation led to a retention rate of 5-10% at best, but by adding a story, retention more than tripled.  With use of stories alone, the retention rate soars to more than tenfold.****But why?  We know stories cause the release of dopamine, cortisol, oxytocin and other learning-related neurotransmitters, but there is another reason as well, one related to something the brain is doing subconsciously every second.****The presenter will discuss research showing how effective stories are, explain the neuroscience behind this phenomenon, and suggest techniques for using them in class, including Rex Tanimoto’s DigiTales.  Be ready to tell your own stories.****Popular speaker and writer, Curtis Kelly (EdD), is a Professor of English at Kansai University in Japan. Since his life mission is the “relieve the suffering of the classroom,” has spent most of his life developing learner-centered approaches for “3L” English students, students with low ability, low confidence, and low motivation. He has written over 30 books, including Significant Scribbles (Longman), Active Skills for Communication (Cengage), and Writing from Within (Cambridge). He has also made about 400 presentations on neuroscience, adult education, motivation, and teaching writing.****
:::Helpful Hints on How to Get Published in the EFL Market in Japan:  Making your Proposal Count--Four Industry Perspectives...the Publisher, Editor, Salesperson, and Author|01/06/2017 09:36:11|/chapters/kq/schedule/2017/may/13|05/13/2017 - 18:30 to 20:00|||Todd Jay Leonard|This presentation will outline the current publishing market in Japan for EFL/ESL textbooks by reviewing the various points of views of the publishing industry. The presenter has published extensively within the ESL/EFL market in Japan and will offer helpful advice to budding authors who wish to pursue projects geared to Japan's domestic market and has spoken on this topic at Kitakyushu JALT before. The industry is constantly changing, however, and he offers updated insights into ESL/EFL publishing for budding authors wanting to break into the publishing field. ****Most likely, every language teacher in Japan has (at some point during his/her tenure) contemplated writing a textbook to fill a void in the market...in that constant search for the perfect, all encompassing textbook. In today's competitive publishing world, getting the proverbial foot in the door can seem daunting and nearly impossible. What are publishers looking for in the current market? What appeals to editors who ultimately decide which titles go to production and which ones do not? What are the salespeople on the front lines hearing from their market base? What must an author do in order to get his/her book published?****This presentation focuses on these very questions, offering inside insights from all the various points of view that must be considered when writing a proposal to publish a textbook--the publisher, the editor, the salesperson, and the author. The presenter will explain the realities within the publishing industry and addresses some common myths associated with EFL publishing.****Todd Jay Leonard has been actively involved in book publishing for nearly thirty years and has published twenty books.  He has published books with a number of different Japanese publishing companies and this experience has given him a unique perspective in offering advice to potential authors on what the market is looking for currently and what the publishing industry is searching for in new titles.****
:::EFL Conversation Tests|01/06/2017 09:31:22|/chapters/kq/schedule/2017/march/11|03/11/2017 - 18:30 to 20:00|||Adam Stone|Many English Teachers will encounter a conversation or speaking evaluation test at some stage in their career. These may be for placement of students in a course, for needs analysis, or assessment for the students’ grades. While all tests need to be as valid and reliable as possible, for the teachers carrying them out, they also need to be practical and manageable.****This presentation will take the form of a mini workshop, and will encourage the participants to explore two ways to assess the students conversation skills as fairly as possible within their own time and resource constraints. It will also give an opportunity for participants to share their own experiences and hopefully try some new ideas.****Adam Stone is currently teaching English at Kyushu Sangyo University and at Kyushu Sangyo High School. In 2001 he graduated from Auckland  university in New Zealand with a Bachelor of Fine Arts. In 2016, he completed a Master of Applied Linguistics at Massey University in New Zealand.****
